Events Sent, Average throughput (events/second)
1497761,996.6877225405
1497861,996.6879436743
1497961,996.6881647787
1498062,996.6877205349
1498162,996.6879416245
1498262,996.6881626845
1498363,996.6877185302
1498463,996.6879395754
1498563,996.6881605912
1498664,996.6877165262
1498764,996.6879375272
1498864,996.6881584987
1498964,996.6883794407
1499065,996.6879354798
1499165,996.6881564071
1499265,996.6883773049
1499366,996.6879334332
1499466,996.6881543163
1499566,996.6883751699
1499667,996.6879313874
1499767,996.6881522263
1499867,996.6883730357
1499968,996.6879293425
1500068,996.6881501372
1500168,996.6883709025
1500268,996.6885916383
1500369,996.6881480489
1500469,996.68836877
1500569,996.6885894617
1500670,996.6881459615
1500770,996.6883666385
1500870,996.688587286
1500971,996.6881438749
1501071,996.6883645077
1501171,996.6885851112
1501271,996.6888056853
1501372,996.6883623779
1501472,996.6885829373
1501572,996.6888034673
1501673,996.6883602489
1501773,996.6885807642
1501873,996.6888012502
1501974,996.6883581207
1502074,996.688578592
1502174,996.6887990339
1502274,996.6890194465
1502375,996.6885764207
1502475,996.6887968186
1502575,996.6890171872
1502676,996.6885742502
1502776,996.6887946041
1502876,996.6890149287
1502977,996.6885720806
1503077,996.6887923905
1503177,996.6890126712
1503278,996.6885699119
1503378,996.6887901779
1503478,996.6890104145
1503578,996.6892306219
1503679,996.688787966
1503779,996.6890081588
1503879,996.6892283222
1503980,996.6887857551
1504080,996.6890059039
1504180,996.6892260235
1504281,996.6887835451
1504381,996.68900365
1504481,996.6892237257
1504581,996.6894437721
1504682,996.689001397
1504782,996.6892214288
1504882,996.6894414313
1504983,996.6889991448
1505083,996.6892191328
1505183,996.6894390915
1505284,996.6889968936
1505384,996.6892168377
1505484,996.6894367526
1505584,996.6896566382
1505685,996.6892145435
1505785,996.6894344146
1505885,996.6896542565
1505986,996.6892122503
1506086,996.6894320776
1506186,996.6896518757
1506286,996.6898716446
1506387,996.6894297415
1506487,996.6896494958
1506587,996.689869221
1506688,996.6894274063
1506788,996.6896471169
1506888,996.6898667983
1506988,996.6900864506
1507089,996.689644739
1507189,996.6898643767
1507289,996.6900839852
1507390,996.689642362
1507490,996.689861956
1507590,996.6900815208
1507691,996.6896399859
1507791,996.6898595362
1507891,996.6900790574
1507992,996.6896376108
1508092,996.6898571175
1508192,996.690076595
1508292,996.6902960435
1508393,996.6898546997
1508493,996.6900741336
1508593,996.6902935384
1508694,996.6898522828
1508794,996.6900716731
1508894,996.6902910344
1508995,996.689849867
1509095,996.6900692137
1509195,996.6902885313
1509295,996.6905078199
1509396,996.6900667552
1509496,996.6902860292
1509596,996.6905052743
1509697,996.6900642977
1509797,996.6902835282
1509897,996.6905027297
1509998,996.6900618411
1510098,996.6902810281
1510198,996.6905001861
1510299,996.6900593856
1510399,996.6902785291
1510499,996.6904976435
1510599,996.6907167289
1510700,996.690276031
1510800,996.6904951019
1510900,996.6907141439
1511001,996.6902735339
1511101,996.6904925614
1511201,996.6907115599
1511302,996.6902710378
1511402,996.6904900218
1511502,996.6907089769
1511602,996.690927903
1511703,996.6904874833
1511803,996.6907063949
1511903,996.6909252776
1512004,996.6904849458
1512104,996.690703814
1512204,996.6909226533
1512304,996.6911414636
1512405,996.6907012341
1512505,996.69092003
1512605,996.691138797
1512706,996.6906986553
1512806,996.6909174078
1512906,996.6911361314
1513007,996.6906960774
1513107,996.6909147866
1513207,996.6911334669
1513308,996.6906935006
1513408,996.6909121664
1513508,996.6911308034
1513608,996.6913494115
1513709,996.6909095473
1513809,996.691128141
1513909,996.6913467058
1514010,996.6909069293
1514110,996.6911254797
1514210,996.6913440012
1514311,996.6909043123
1514411,996.6911228194
1514511,996.6913412976
1514612,996.6909016963
1514712,996.6911201601
1514812,996.6913385952
1514912,996.6915570013
1515013,996.691117502
1515113,996.6913358938
1515213,996.6915542567
1515314,996.6911148448
1515414,996.6913331934
1515514,996.6915515132
1515615,996.6911121888
1515715,996.6913304942
1515815,996.6915487708
1515916,996.6911095338
1516016,996.691327796
1516116,996.6915460295
1516216,996.6917642341
1516317,996.6913250989
1516417,996.6915432892
1516517,996.6917614507
1516618,996.6913224029
1516718,996.6915405501
1516818,996.6917586685
1516919,996.6913197079
1517019,996.691537812
1517119,996.6917558873
1517219,996.6919739339
1517320,996.691535075
1517420,996.6917531072
1517520,996.6919711108
1517621,996.6915323391
1517721,996.6917503283
1517821,996.6919682888
1517922,996.6915296043
1518022,996.6917475504
1518122,996.6919654679
1518223,996.6915268706
1518323,996.6917447737
1518423,996.6919626481
1518523,996.6921804938
1518624,996.691741998
1518724,996.6919598294
1518824,996.6921776322
1518925,996.6917392235
1519025,996.6919570119
1519125,996.6921747717
1519226,996.69173645
1519326,996.6919541955
1519426,996.6921719123
1519527,996.6917336777
1519627,996.6919513802
1519727,996.692169054
1519827,996.6923866993
1519928,996.691948566
1520028,996.6921661969
1520128,996.6923837993
1520229,996.6919457529
1520329,996.692163341
1520429,996.6923809004
1520530,996.6919429409
1520630,996.6921604861
1520730,996.6923780027
1520831,996.6919401301
1520931,996.6921576324
1521031,996.6923751061
1521132,996.6919373204
1521232,996.6921547798
1521332,996.6923722107
1521432,996.6925896129
1521533,996.6921519284
1521633,996.6923693164
1521733,996.6925866759
1521834,996.692149078
1521934,996.6923664232
1522034,996.6925837399
1522135,996.6921462288
1522235,996.6923635313
1522335,996.6925808051
1522436,996.6921433807
1522536,996.6923606404
1522636,996.6925778715
1522736,996.6927950741
1522837,996.6923577507
1522937,996.6925749391
1523037,996.6927920989
1523138,996.6923548621
1523238,996.6925720078
1523338,996.6927891249
1523439,996.6923519747
1523539,996.6925690777
1523639,996.6927861521
1523739,996.6930031981
1523840,996.6925661487
1523940,996.6927831804
1524040,996.6930001837
1524141,996.6925632209
1524241,996.69278021
1524341,996.6929971706
1524442,996.6925602942
1524542,996.6927772406
1524642,996.6929941586
1524742,996.6932110482
1524843,996.6927742725
1524943,996.6929911479
1525043,996.6932079948
1525144,996.6927713055
1525244,996.6929881383
1525344,996.6932049426
1525445,996.6927683397
1525545,996.6929851299
1525645,996.6932018917
1525745,996.693418625
1525846,996.6929821227
1525946,996.6931988419
1526046,996.6934155327
1526147,996.6929791167
1526247,996.6931957933
1526347,996.6934124416
1526448,996.6929761119
1526548,996.693192746
1526648,996.6934093517
1526748,996.6936259291
1526849,996.6931896998
1526949,996.6934062631
1527049,996.693622798
1527150,996.6931866549
1527250,996.6934031756
1527350,996.6936196681
1527451,996.6931836111
1527551,996.6934000894
1527651,996.6936165394
1527751,996.693832961
1527852,996.6933970044
1527952,996.6936134119
1528052,996.6938297911
1528153,996.6933939206
1528253,996.6936102857
1528353,996.6938266225
1528454,996.6933908381
1528554,996.6936071608
1528654,996.6938234551
1528755,996.6933877567
1528855,996.693604037
1528955,996.693820289
1529055,996.6940365127
1529156,996.6936009145
1529256,996.6938171241
1529356,996.6940333055
1529457,996.6935977932
1529557,996.6938139605
1529657,996.6940300996
1529758,996.6935946731
1529858,996.6938107981
1529958,996.6940268949
1530059,996.6935915543
1530159,996.693807637
1530259,996.6940236914
1530359,996.6942397176
1530460,996.6938044771
1530560,996.6940204892
1530660,996.6942364732
1530761,996.6938013184
1530861,996.6940172883
1530961,996.69423323
1531062,996.693798161
1531162,996.6940140886
1531262,996.6942299881
1531362,996.6944458593
1531463,996.6940108902
1531563,996.6942267474
1531663,996.6944425765
1531764,996.6940076931
1531864,996.6942235081
1531964,996.6944392949
1532065,996.6940044972
1532165,996.69422027
1532265,996.6944360147
1532366,996.6940013026
1532466,996.6942170332
1532566,996.6944327357
1532666,996.69464841
1532767,996.6942137977
1532867,996.694429458
1532967,996.6946450902
1533068,996.6942105634
1533168,996.6944261816
1533268,996.6946417717
1533369,996.6942073304
1533469,996.6944229065
1533569,996.6946384545
1533670,996.6942040987
1533770,996.6944196327
1533870,996.6946351386
1533971,996.6942008682
1534071,996.6944163601
1534171,996.694631824
1534271,996.6948472597
1534372,996.6944130889
1534472,996.6946285107
1534572,996.6948439044
1534673,996.6944098189
1534773,996.6946251986
1534873,996.6948405503
1534974,996.6944065502
1535074,996.6946218879
1535174,996.6948371976
1535274,996.6950524792
1535375,996.6946185785
1535475,996.6948338462
1535575,996.6950490858
1535676,996.6946152704
1535776,996.6948304961
1535876,996.6950456938
1535977,996.6946119636
1536077,996.6948271473
1536177,996.6950423031
1536278,996.6946086581
1536378,996.6948237999
1536478,996.6950389137
1536579,996.6946053538
1536679,996.6948204537
1536779,996.6950355256
1536880,996.6946020509
1536980,996.6948171089
1537080,996.6950321389
1537180,996.6952471409
1537281,996.6948137653
1537381,996.6950287534
1537481,996.6952437136
1537582,996.6948104231
1537682,996.6950253694
1537782,996.6952402876
1537883,996.6948070822
1537983,996.6950219866
1538083,996.695236863
1538184,996.6948037426
1538284,996.6950186051
1538384,996.6952334398
1538484,996.6954482465
1538585,996.695015225
1538685,996.6952300178
1538785,996.6954447827
1538886,996.6950118462
1538986,996.6952265973
1539086,996.6954413204
1539187,996.6950084688
1539287,996.695223178
1539387,996.6954378594
1539487,996.6956525128
1539588,996.6952197601
1539688,996.6954343997
1539788,996.6956490114
1539889,996.6952163435
1539989,996.6954309414
1540089,996.6956455114
1540190,996.6952129283
1540290,996.6954274844
1540390,996.6956420127
1540490,996.6958565132
1540591,996.6954240288
1540691,996.6956385154
1540791,996.6958529742
1540892,996.6954205746
1540992,996.6956350195
1541092,996.6958494366
1541193,996.6954171217
1541293,996.695631525
1541393,996.6958459004
1541494,996.6954136701
1541594,996.6956280318
1541694,996.6958423656
1541794,996.6960566716
1541895,996.6956245399
1541995,996.6958388322
1542095,996.6960530966
1542196,996.6956210495
1542296,996.6958353001
1542396,996.696049523
1542497,996.6956175604
1542597,996.6958317694
1542697,996.6960459507
1542797,996.6962601042
1542898,996.6958282401
1542998,996.6960423798
1543098,996.6962564918
1543199,996.6958247122
1543299,996.6960388104
1543399,996.6962528808
1543499,996.6964669235
1543600,996.6960352423
1543700,996.6962492712
1543800,996.6964632724
1543901,996.6960316756
1544001,996.6962456631
1544101,996.6964596228
1544202,996.6960281103
1544302,996.6962420563
1544402,996.6964559745
1544502,996.6966698651
1544603,996.6962384509
1544703,996.6964523277
1544803,996.6966661769
1544904,996.696234847
1545004,996.6964486823
1545104,996.69666249
1545205,996.6962312444
1545305,996.6964450384
1545405,996.6966588047
1545505,996.6968725433
1545606,996.6964413958
1545706,996.6966551207
1545806,996.696868818
1545907,996.6964377547
1546007,996.6966514382
1546107,996.6968650941
1546208,996.6964341149
1546308,996.6966477571
1546408,996.6968613716
1546508,996.6970749586
1546609,996.6966440775
1546709,996.6968576507
1546809,996.6970711963
1546910,996.6966403992
1547010,996.6968539311
1547110,996.6970674354
1547211,996.6966367225
1547311,996.696850213
1547411,996.697063676
1547512,996.6966330471
1547612,996.6968464964
1547712,996.6970599181
1547812,996.6972733123
1547913,996.6968427812
1548013,996.6970561617
1548113,996.6972695146
1548214,996.6968390675
1548314,996.6970524067
1548414,996.6972657183
1548515,996.6968353552
1548615,996.6970486532
1548715,996.6972619236
1548816,996.6968316443
1548916,996.6970449011
1549016,996.6972581303
1549116,996.697471332
1549217,996.6970411505
1549317,996.6972543385
1549417,996.6974674991
1549518,996.6970374013
1549618,996.6972505482
1549718,996.6974636676
1549819,996.6970336536
1549919,996.6972467593
1550019,996.6974598376
1550120,996.6970299074
1550220,996.697242972
1550320,996.6974560091
1550420,996.6976690187
1550521,996.6972391861
1550621,996.6974521821
1550721,996.6976651506
1550822,996.6972354016
1550922,996.6974483565
1551022,996.697661284
1551123,996.6972316186
1551223,996.6974445325
1551323,996.6976574189
1551424,996.6972278371
1551524,996.6974407099
1551624,996.6976535552
1551724,996.6978663731
1551825,996.6974368888
1551925,996.6976496931
1552025,996.69786247
1552126,996.6974330692
1552226,996.6976458325
1552326,996.6978585684
1552427,996.6974292511
1552527,996.6976419734
1552627,996.6978546683
1552728,996.6974254345
1552828,996.6976381157
1552928,996.6978507696
1553029,996.6974216193
1553129,996.6976342596
1553229,996.6978468725
1553329,996.6980594581
1553430,996.697630405
1553530,996.697842977
1553630,996.6980555216
1553731,996.6976265518
1553831,996.6978390829
1553931,996.6980515866
1554032,996.6976227002
1554132,996.6978351903
1554232,996.6980476531
1554333,996.69761885
1554433,996.6978312993
1554533,996.6980437212
1554633,996.6982561158
1554734,996.6978274097
1554834,996.6980397907
1554934,996.6982521445
1555035,996.6978235217
1555135,996.6980358618
1555235,996.6982481747
1555336,996.6978196351
1555436,996.6980319345
1555536,996.6982442065
1555636,996.6984564513
1555737,996.6980280086
1555837,996.6982402398
1555937,996.6984524438
1556038,996.6980240842
1556138,996.6982362747
1556238,996.6984484378
1556339,996.6980201614
1556439,996.6982323111
1556539,996.6984444335
1556640,996.6980162401
1556740,996.698228349
1556840,996.6984404306
1556940,996.698652485
1557041,996.6982243884
1557141,996.6984364293
1557241,996.698648443
1557342,996.6982204294
1557442,996.6984324296
1557542,996.6986444025
1557643,996.6982164719
1557743,996.6984284314
1557843,996.6986403636
1557943,996.6988522687
1558044,996.6984244347
1558144,996.6986363263
1558244,996.6988481907
1558345,996.6984204396
1558445,996.6986322905
1558545,996.6988441142
1558646,996.6984164461
1558746,996.6986282563
1558846,996.6988400394
1558947,996.698412454
1559047,996.6986242236
1559147,996.6988359661
1559247,996.6990476813
1559348,996.6986201925
1559448,996.6988318944
1559548,996.699043569
1559649,996.698616163
1559749,996.6988278242
1559849,996.6990394583
1559950,996.698612135
1560050,996.6988237556
1560150,996.6990353492
1560250,996.6992469156
1560351,996.6988196886
1560451,996.6990312416
1560551,996.6992427675
1560652,996.6988156232
1560752,996.6990271356
1560852,996.699238621
1560952,996.6994500792
1561053,996.6990230312
1561153,996.6992344761
1561253,996.6994458938
1561354,996.6990189284
1561454,996.6992303328
1561554,996.69944171
1561655,996.6990148272
1561755,996.699226191
1561855,996.6994375278
1561956,996.6990107276
1562056,996.6992220509
1562156,996.6994333472
1562256,996.6996446165
1562357,996.6992179124
1562457,996.6994291683
1562557,996.6996403971
1562658,996.6992137755
1562758,996.6994249909
1562858,996.6996361794
1562959,996.6992096402
1563059,996.6994208152
1563159,996.6996319632
1563260,996.6992055064
1563360,996.6994166411
1563460,996.6996277487
1563560,996.6998388293
1563661,996.6994124686
1563761,996.6996235358
1563861,996.6998345761
1563962,996.6994082976
1564062,996.6996193246
1564162,996.6998303245
1564263,996.6994041283
1564363,996.6996151149
1564463,996.6998260745
1564564,996.6993999606
1564664,996.6996109069
1564764,996.6998218262
1564864,996.7000327185
1564965,996.6996067005
1565065,996.6998175795
1565165,996.7000284315
1565266,996.6996024957
1565366,996.6998133344
1565466,996.7000241462
1565567,996.6995982925
1565667,996.699809091
1565767,996.7000198625
1565868,996.6995940909
1565968,996.6998048491
1566068,996.7000155804
1566169,996.699589891
1566269,996.699800609
1566369,996.7000113
1566469,996.7002219642
1566570,996.6997963704
1566670,996.7000070213
1566770,996.7002176452
1566871,996.6997921335
1566971,996.7000027441
1567071,996.7002133279
1567172,996.6997878982
1567272,996.6999984687
1567372,996.7002090123
1567473,996.6997836645
1567573,996.6999941948
1567673,996.7002046983
1567773,996.7004151749
1567874,996.6999899227
1567974,996.700200386
1568074,996.7004108224
1568175,996.6999856521
1568275,996.7001960753
1568375,996.7004064717
1568476,996.6999813832
1568576,996.7001917663
1568676,996.7004021226
1568777,996.6999771159
1568877,996.7001874589
1568977,996.7003977751
1569077,996.7006080645
1569178,996.7001831532
1569278,996.7003934293
1569378,996.7006036787
1569479,996.7001788492
1569579,996.7003890852
1569679,996.7005992945
1569780,996.7001745468
1569880,996.7003847428
1569980,996.700594912
1570080,996.7008050545
1570181,996.700380402
1570281,996.7005905312
1570381,996.7008006337
1570482,996.7003760629
1570582,996.7005861521
1570682,996.7007962146
1570783,996.7003717254
1570883,996.7005817747
1570983,996.7007917972
1571083,996.701001793
1571184,996.700577399
1571284,996.7007873815
1571384,996.7009973374
1571485,996.7005730249
1571585,996.7007829675
1571685,996.7009928834
1571785,996.7012027726
1571886,996.7007785552
1571986,996.7009884312
1572086,996.7011982805
1572187,996.7007741446
1572287,996.7009839807
1572387,996.7011937901
1572487,996.7014035728
1572588,996.7009795318
1572688,996.7011893014
1572788,996.7013990442
1572888,996.7016087604
1572989,996.7011848144
1573089,996.7013945174
1573189,996.7016041938
1573289,996.7018138435
1573390,996.7013899923
1573490,996.7015996289
1573590,996.7018092387
1573690,996.702018822
1573791,996.7015950657
1573891,996.7018046358
1573991,996.7020141792
1574092,996.7015905042
1574192,996.7018000346
1574292,996.7020095383
1574392,996.7022190153
1574493,996.7017954351
1574593,996.702004899
1574693,996.7022143364
1574794,996.7017908374
1574894,996.7020002616
1574994,996.7022096592
1575095,996.7017862415
1575195,996.7019956259
1575295,996.7022049838
1575396,996.7017816473
1575496,996.701990992
1575596,996.7022003102
1575696,996.7024096019
1575797,996.7019863599
1575897,996.7021956384
1575997,996.7024048904
1576098,996.7019817296
1576198,996.7021909684
1576298,996.7024001807
1576399,996.701977101
1576499,996.7021863002
1576599,996.7023954728
1576699,996.7026046189
1576799,996.7028137385
1576900,996.7023907667
1577000,996.7025998732
1577100,996.7028089531
1577200,996.7030180066
1577300,996.7032270335
1577401,996.7028041696
1577501,996.7030131835
1577601,996.7032221709
1577702,996.702799388
1577802,996.7030083623
1577902,996.7032173101
1578002,996.7034262314
1578103,996.7030035429
1578203,996.7032124511
1578303,996.7034213329
1578403,996.7036301882
1578504,996.703207594
1578604,996.7034164363
1578704,996.7036252521
1578804,996.7038340415
1578904,996.7040428044
1579005,996.7036203179
1579105,996.7038290677
1579205,996.7040377912
1579306,996.7036153855
1579406,996.7038240959
1579506,996.7040327799
1579607,996.703610455
1579707,996.703819126
1579807,996.7040277705
1579908,996.7036055264
1580008,996.7038141579
1580108,996.704022763
1580209,996.7036005997
1580309,996.7038091917
1580409,996.7040177574
1580509,996.7042262967
1580610,996.7038042275
1580710,996.7040127538
1580810,996.7042212537
1580910,996.7044297272
1581011,996.704007752
1581111,996.7042162125
1581211,996.7044246467
1581312,996.7040027521
1581412,996.7042111733
1581512,996.7044195681
1581613,996.7039977542
1581713,996.704206136
1581813,996.7044144915
1581914,996.7039927581
1582014,996.7042011006
1582114,996.7044094168
1582214,996.7046177066
1582315,996.7041960672
1582415,996.704404344
1582515,996.7046125945
1582616,996.7041910356
1582716,996.7043992731
1582816,996.7046074844
1582917,996.704186006
1583017,996.7043942042
1583117,996.7046023762
1583218,996.7041809782
1583318,996.7043891372
1583418,996.70459727
1583519,996.7041759524
1583619,996.7043840722
1583719,996.7045921657
1583819,996.7048002329
1583920,996.704379009
1584020,996.7045870633
1584120,996.7047950913
1584221,996.7043739478
1584321,996.7045819629
1584421,996.7047899517
1584522,996.7043688885
1584622,996.7045768644
1584722,996.704784814
1584823,996.7043638312
1584923,996.7045717678
1585023,996.7047796783
1585123,996.7049875625
1585224,996.7045666732
1585324,996.7047745445
1585424,996.7049823896
1585525,996.7045615805
1585625,996.7047694127
1585725,996.7049772186
1585826,996.7045564898
1585926,996.7047642828
1586026,996.7049720496
1586127,996.704551401
1586227,996.7047591549
1586327,996.7049668826
1586428,996.7045463141
1586528,996.7047540289
1586628,996.7049617176
1586729,996.7045412292
1586829,996.7047489049
1586929,996.7049565545
1587030,996.7045361461
1587130,996.7047437828
1587230,996.7049513933
1587331,996.704531065
1587431,996.7047386627
1587531,996.7049462341
1587631,996.7051537794
1587732,996.7047335445
1587832,996.7049410769
1587932,996.7051485832
1588033,996.7047284282
1588133,996.7049359216
1588233,996.7051433889
1588334,996.7047233139
1588434,996.7049307683
1588534,996.7051381966
1588634,996.7053455988
1588735,996.7049256169
1588835,996.7051330063
1588935,996.7053403695
1589036,996.7049204675
1589136,996.7051278179
1589236,996.7053351422
1589337,996.70491532
1589437,996.7051226315
1589537,996.7053299168
1589637,996.7055371761
1589738,996.705117447
1589838,996.7053246935
1589938,996.7055319138
1590038,996.7057391081
1590139,996.7053194721
1590239,996.7055266535
1590339,996.705733809
1590439,996.7059409383
1590540,996.7055213953
1590640,996.7057285118
1590740,996.7059356023
1590841,996.7055161389
1590941,996.7057232166
1591041,996.7059302683
1591141,996.7061372939
1591242,996.7057179235
1591342,996.7059249363
1591442,996.7061319231
1591542,996.7063388839
1591643,996.7059196063
1591743,996.7061265544
1591843,996.7063334764
1591944,996.7059142784
1592044,996.7061211876
1592144,996.7063280708
1592245,996.7059089525
1592345,996.7061158229
1592445,996.7063226673
1592546,996.7059036285
1592646,996.7061104602
1592746,996.7063172659
1592847,996.7058983066
1592947,996.7061050995
1593047,996.7063118665
1593148,996.7058929867
1593248,996.7060997409
1593348,996.7063064691
1593449,996.7058876688
1593549,996.7060943843
1593649,996.7063010738
1593749,996.7065077374
1593850,996.7060890297
1593950,996.7062956805
1594050,996.7065023054
1594151,996.7060836771
1594251,996.7062902893
1594351,996.7064968755
1594452,996.7060783266
1594552,996.7062849001
1594652,996.7064914477
1594753,996.7060729781
1594853,996.7062795129
1594953,996.7064860218
1595054,996.7060676316
1595154,996.7062741278
1595254,996.7064805981
1595355,996.7060622871
1595455,996.7062687447
1595555,996.7064751764
1595656,996.7060569446
1595756,996.7062633636
1595856,996.7064697567
1595956,996.7066761239
1596057,996.7062579845
1596157,996.706464339
1596257,996.7066706677
1596358,996.7062526075
1596458,996.7064589234
1596558,996.7066652135
1596659,996.7062472325
1596759,996.7064535099
1596859,996.7066597614
1596959,996.7068659872
1597060,996.7064480984
1597160,996.7066543114
1597260,996.7068604986
1597361,996.7064426889
1597461,996.7066488634
1597561,996.7068550121
1597662,996.7064372815
1597762,996.7066434175
1597862,996.7068495277
1597963,996.7064318761
1598063,996.7066379736
1598163,996.7068440453
1598264,996.7064264727
1598364,996.7066325318
1598464,996.706838565
1598565,996.7064210714
1598665,996.706627092
1598765,996.7068330868
1598865,996.7070390558
1598966,996.7066216542
1599066,996.7068276106
1599166,996.7070335412
1599267,996.7066162186
1599367,996.7068221365
1599467,996.7070280287
1599568,996.7066107849
1599668,996.7068166645
1599768,996.7070225183
1599869,996.7066053533
1599969,996.7068111945
1600069,996.7070170099
1600170,996.7065999238
1600270,996.7068057265
1600370,996.7070115036
