events count, average value,lower bound - 0.3, upper bound - 0.3, timeSpent
1,9430.0,6601.0,12259.0,0
2,5766.53947368,4036.57763158,7496.50131579,50
3,5368.46794872,3757.9275641,6979.00833333,117
4,5499.29317269,3849.50522088,7149.0811245,146
5,5455.77439024,3819.04207317,7092.50670732,176
6,5455.99513382,3819.19659367,7092.79367397,196
7,5383.91091314,3768.7376392,6999.08418708,221
8,5246.72264151,3672.70584906,6820.73943396,289
9,5253.40099834,3677.38069884,6829.42129784,353
10,5211.0147929,3647.71035503,6774.31923077,445
11,5170.45672437,3619.31970706,6721.59374168,533
12,5169.16585956,3618.41610169,6719.91561743,627
13,5164.82463929,3615.3772475,6714.27203108,716
14,5173.93852459,3621.75696721,6726.12008197,806
15,5147.57564225,3603.30294957,6691.84833492,908
16,5142.3401421,3599.63809947,6685.04218472,1002
17,5163.5653622,3614.49575354,6712.63497086,1091
18,5181.68416928,3627.1789185,6736.18942006,1180
19,5172.78904515,3620.95233161,6724.6257587,1286
20,5161.97615708,3613.38330996,6710.56900421,1380
21,5194.91472352,3636.44030646,6753.38914057,1462
22,5173.45685279,3621.41979695,6725.49390863,1555
23,5150.16596002,3605.11617202,6695.21574803,1636
24,5150.14426419,3605.10098494,6695.18754345,1722
25,5145.93225986,3602.1525819,6689.71193781,1807
26,5151.65138593,3606.15597015,6697.14680171,1894
27,5126.77396207,3588.74177345,6664.80615069,1997
28,5119.90918065,3583.93642646,6655.88193485,2087
29,5123.18324607,3586.22827225,6660.1382199,2183
30,5126.29549632,3588.40684743,6664.18414522,2276
31,5107.52065749,3575.26446024,6639.77685473,2364
32,5113.29965606,3579.30975924,6647.28955288,2450
33,5119.45814244,3583.62069971,6655.29558517,2533
34,5111.27504039,3577.89252827,6644.6575525,2620
35,5107.95570365,3575.56899255,6640.34241474,2710
36,5110.5727342,3577.40091394,6643.74455446,2798
37,5115.30951499,3580.7166605,6649.90236949,2886
38,5112.74027378,3578.91819164,6646.56235591,2975
39,5107.24763241,3575.07334269,6639.42192213,3099
40,5106.25700615,3574.37990431,6638.134108,3221
41,5101.7844052,3571.24908364,6632.31972676,3338
42,5087.99219766,3561.59453836,6614.38985696,3426
43,5086.09425579,3560.26597905,6611.92253253,3512
44,5085.95350279,3560.16745195,6611.73955363,3598
45,5089.10178734,3562.37125114,6615.83232354,3688
46,5085.45556872,3559.8188981,6611.09223934,3759
47,5078.36250362,3554.85375254,6601.87125471,3842
48,5077.60153148,3554.32107204,6600.88199092,3928
49,5075.18189392,3552.62732574,6597.73646209,4016
50,5064.89798694,3545.42859086,6584.36738303,4104
51,5057.61183684,3540.32828579,6574.8953879,4191
52,5061.80710925,3543.26497648,6580.34924203,4279
53,5068.9764163,3548.28349141,6589.66934119,4371
54,5061.54753521,3543.08327465,6580.01179577,4456
55,5061.26906937,3542.88834856,6579.64979018,4546
56,5060.32840524,3542.22988366,6578.42692681,4647
57,5053.81813854,3537.67269698,6569.9635801,4734
58,5054.54560337,3538.18192236,6570.90928438,4821
59,5061.14157665,3542.79910365,6579.48404964,4908
60,5064.36601898,3545.05621329,6583.67582467,4993
61,5063.52121751,3544.46485226,6582.57758276,5080
62,5061.56402972,3543.0948208,6580.03323864,5164
63,5063.30466566,3544.31326596,6582.29606536,5252
64,5055.6064325,3538.92450275,6572.28836225,5338
65,5050.04790669,3535.03353468,6565.06227869,5427
66,5047.33531583,3533.13472108,6561.53591058,5514
67,5042.51040194,3529.75728136,6555.26352252,5600
68,5049.98010346,3534.98607242,6564.9741345,5695
69,5051.05841992,3535.74089394,6566.37594589,5795
70,5048.6547527,3534.05832689,6563.25117852,5882
71,5045.93848791,3532.15694153,6559.72003428,5972
72,5048.37664288,3533.86365002,6562.88963575,6081
73,5043.68746528,3530.5812257,6556.79370487,6234
74,5044.53195763,3531.17237034,6557.89154492,6363
75,5046.07007746,3532.24905422,6559.8911007,6447
76,5045.89495201,3532.12646641,6559.66343761,6534
77,5040.51938256,3528.3635678,6552.67519733,6618
78,5042.91187673,3530.03831371,6555.78543975,6705
79,5040.55204239,3528.38642967,6552.7176551,6792
80,5042.04961188,3529.43472832,6554.66449544,6883
81,5040.75854024,3528.53097817,6552.98610232,6969
82,5041.87442396,3529.31209677,6554.43675115,7077
83,5039.87855633,3527.91498943,6551.84212323,7172
84,5036.84709284,3525.79296499,6547.90122069,7259
85,5038.06538645,3526.64577051,6549.48500238,7350
86,5036.24654956,3525.37258469,6547.12051443,7434
87,5033.60285227,3523.52199659,6543.68370795,7521
88,5032.19537236,3522.53676065,6541.85398406,7607
89,5034.22026966,3523.95418876,6544.48635055,7693
90,5035.89260036,3525.12482025,6546.66038047,7779
91,5040.73603911,3528.51522737,6552.95685084,7877
92,5038.05259303,3526.63681512,6549.46837093,7960
93,5040.86088973,3528.60262281,6553.11915664,8043
94,5038.53669725,3526.97568807,6550.09770642,8120
95,5043.96624592,3530.77637215,6557.1561197,8206
96,5043.20376088,3530.24263261,6556.16488914,8292
97,5043.39175115,3530.3742258,6556.40927649,8376
98,5045.92193513,3532.14535459,6559.69851567,8461
99,5042.64617059,3529.85231941,6555.44002177,8549
100,5038.11984918,3526.68389442,6549.55580393,8642
101,5036.40234635,3525.48164245,6547.32305026,8728
102,5039.73680042,3527.8157603,6551.65784055,8814
103,5039.46307672,3527.62415371,6551.30199974,8894
104,5041.63914056,3529.1473984,6554.13088273,8978
105,5038.46212024,3526.92348417,6550.00075631,9063
106,5037.30446927,3526.11312849,6548.49581006,9151
107,5039.63602063,3527.74521444,6551.52682681,9236
108,5034.95327685,3524.4672938,6545.43925991,9323
109,5036.75175904,3525.72623133,6547.77728675,9410
110,5034.40508806,3524.08356164,6544.72661448,9498
111,5030.65761726,3521.46033208,6539.85490244,9584
112,5032.90547682,3523.03383377,6542.77711987,9673
113,5028.51231996,3519.95862397,6537.06601595,9759
114,5029.75873053,3520.83111137,6538.68634969,9845
115,5029.63852181,3520.74696527,6538.53007835,9932
116,5026.14456295,3518.30119406,6533.98793183,10017
117,5028.64785657,3520.0534996,6537.24221354,10103
118,5029.71592981,3520.80115087,6538.63070875,10192
119,5026.75482996,3518.72838097,6534.78127895,10278
120,5025.8569348,3518.09985436,6533.61401524,10364
121,5020.86979225,3514.60885457,6527.13072992,10452
122,5021.16416924,3514.81491847,6527.51342001,10539
123,5019.32313408,3513.52619386,6525.12007431,10625
124,5020.96477347,3514.67534143,6527.25420551,10712
125,5019.69702183,3513.78791528,6525.60612837,10808
126,5019.84353669,3513.89047568,6525.7965977,10894
127,5018.92815575,3513.24970903,6524.60660248,10981
128,5013.29939114,3509.3095738,6517.28920848,11067
129,5013.28767837,3509.30137486,6517.27398188,11153
130,5012.29195949,3508.60437164,6515.97954733,11241
131,5011.21197826,3507.84838478,6514.57557174,11328
132,5011.45206595,3508.01644616,6514.88768573,11414
133,5010.0978689,3507.06850823,6513.12722957,11500
134,5013.83510425,3509.68457298,6517.98563553,11586
135,5011.10018904,3507.77013233,6514.43024575,11677
136,5009.16946474,3506.41862532,6511.92030417,11764
137,5012.55837663,3508.79086364,6516.32588962,11862
138,5012.83008953,3508.98106267,6516.67911639,11947
139,5011.85788813,3508.30052169,6515.41525456,12035
140,5012.17283714,3508.520986,6515.82468828,12123
141,5012.41119893,3508.68783925,6516.13455861,12208
142,5017.57129349,3512.29990545,6522.84268154,12294
143,5022.75147873,3515.92603511,6529.57692235,12383
144,5020.58987507,3514.41291255,6526.76683759,12469
145,5021.11026757,3514.7771873,6527.44334784,12555
146,5022.17028319,3515.51919823,6528.82136815,12640
147,5022.35156607,3515.64609625,6529.05703589,12727
148,5021.18401959,3514.82881371,6527.53922547,12813
149,5020.30889109,3514.21622376,6526.40155842,12902
150,5021.81522906,3515.27066034,6528.35979778,12988
151,5022.52821971,3515.7697538,6529.28668563,13074
152,5021.25419389,3514.87793572,6527.63045206,13161
153,5021.28208052,3514.89745636,6527.66670468,13251
154,5019.60970722,3513.72679505,6525.49261938,13337
155,5020.27469483,3514.19228638,6526.35710328,13423
156,5019.46223981,3513.62356787,6525.30091175,13509
157,5019.1510982,3513.40576874,6524.89642766,13597
158,5017.39249321,3512.17474524,6522.61024117,13683
159,5019.46240824,3513.62368576,6525.30113071,13767
160,5022.73696126,3515.91587288,6529.55804964,13853
161,5024.05357887,3516.83750521,6531.26965253,13941
162,5028.75720437,3520.13004306,6537.38436568,14027
163,5024.44144515,3517.1090116,6531.77387869,14115
164,5028.92466874,3520.24726812,6537.60206936,14201
165,5026.64490692,3518.65143484,6534.63837899,14289
166,5025.97988041,3518.18591629,6533.77384454,14373
167,5023.89028994,3516.72320296,6531.05737692,14460
168,5021.25754431,3514.88028102,6527.6348076,14547
169,5021.59225458,3515.11457821,6528.06993096,14634
170,5024.56287472,3517.19401231,6531.93173714,14717
171,5025.71978668,3518.00385068,6533.43572269,14800
172,5025.9331826,3518.15322782,6533.71313738,14887
173,5028.82823037,3520.17976126,6537.47669948,14976
174,5029.50192663,3520.65134864,6538.35250462,15062
175,5027.10390008,3518.97273006,6535.23507011,15150
176,5027.60467774,3519.32327442,6535.88608106,15236
177,5030.03764866,3521.02635406,6539.04894326,15323
178,5031.50233504,3522.05163453,6540.95303555,15409
179,5028.04276833,3519.62993783,6536.45559883,15496
180,5030.33688366,3521.23581856,6539.43794876,15583
181,5032.99681505,3523.09777054,6542.89585957,15670
182,5035.15998821,3524.61199175,6545.70798468,15756
183,5033.50084243,3523.4505897,6543.55109516,15843
184,5035.61612997,3524.93129098,6546.30096896,15929
185,5037.00441997,3525.90309398,6548.10574596,16017
186,5034.30967138,3524.01676996,6544.60257279,16103
187,5034.65321482,3524.25725038,6545.04917927,16189
188,5032.69556538,3522.88689577,6542.50423499,16275
189,5030.95730799,3521.67011559,6540.24450039,16363
190,5034.6138544,3524.22969808,6544.99801072,16449
191,5033.25766613,3523.28036629,6543.23496597,16536
192,5031.25778305,3521.88044814,6540.63511797,16623
193,5031.16068329,3521.8124783,6540.50888827,16709
194,5029.53357281,3520.67350097,6538.39364465,16796
195,5031.26321215,3521.88424851,6540.6421758,16882
196,5029.27170792,3520.49019554,6538.05322029,16970
197,5030.95490103,3521.66843072,6540.24137134,17059
198,5031.53404169,3522.07382918,6540.9942542,17145
199,5032.40859201,3522.68601441,6542.13116962,17233
200,5031.03731743,3521.7261222,6540.34851266,17319
201,5029.60822612,3520.72575828,6538.49069395,17407
202,5025.2025073,3517.64175511,6532.76325949,17493
203,5027.16269553,3519.01388687,6535.31150419,17580
204,5026.19506108,3518.33654276,6534.0535794,17666
205,5024.98418404,3517.48892883,6532.47943925,17753
206,5027.13547086,3518.9948296,6535.27611212,17839
207,5026.60533299,3518.62373309,6534.58693288,17926
208,5028.80690455,3520.16483318,6537.44897591,18012
209,5028.84488174,3520.19141722,6537.49834626,18099
210,5025.80741261,3518.06518882,6533.54963639,18185
211,5020.8678814,3514.60751698,6527.12824583,18274
212,5019.58144825,3513.70701377,6525.45588272,18360
213,5022.26168166,3515.58317716,6528.94018615,18448
214,5021.03311217,3514.72317852,6527.34304582,18534
215,5024.18553361,3516.92987353,6531.4411937,18621
216,5026.35489272,3518.4484249,6534.26136054,18708
217,5024.77513734,3517.34259614,6532.20767854,18796
218,5024.53078152,3517.17154706,6531.89001597,18883
219,5025.20475812,3517.64333068,6532.76618555,18971
220,5025.74028978,3518.01820285,6533.46237672,19057
221,5023.47391067,3516.43173747,6530.51608387,19144
222,5025.66300676,3517.96410473,6533.36190878,19231
223,5027.24058615,3519.06841031,6535.412762,19318
224,5025.71063016,3517.99744111,6533.4238192,19405
225,5026.0364264,3518.22549848,6533.84735432,19493
226,5026.60535672,3518.6237497,6534.58696374,19579
227,5026.29325703,3518.40527992,6534.18123415,19667
228,5026.05391754,3518.23774228,6533.8700928,19753
229,5026.30267236,3518.41187065,6534.19347407,19841
230,5029.92838845,3520.94987191,6538.90690498,19927
231,5029.19894499,3520.43926149,6537.95862849,20015
232,5028.71707261,3520.10195083,6537.33219439,20101
233,5027.6584679,3519.36092753,6535.95600828,20190
234,5026.08279927,3518.25795949,6533.90763905,20276
235,5028.0629024,3519.64403168,6536.48177312,20364
236,5026.31918756,3518.42343129,6534.21494383,20450
237,5028.62736569,3520.03915598,6537.21557539,20537
238,5028.23520477,3519.76464334,6536.7057662,20623
239,5026.4212089,3518.49484623,6534.34757156,20710
240,5027.95353118,3519.56747183,6536.33959054,20796
241,5028.16299094,3519.71409366,6536.61188823,20884
242,5027.70552113,3519.39386479,6536.01717747,20970
243,5026.46361082,3518.52452757,6534.40269407,21057
244,5025.69587403,3517.98711182,6533.40463623,21143
245,5026.15977269,3518.31184088,6534.0077045,21231
246,5025.95271006,3518.16689704,6533.73852307,21316
247,5027.14313587,3519.00019511,6535.28607664,21405
248,5027.48089172,3519.2366242,6535.72515924,21490
249,5029.46341595,3520.62439116,6538.30244073,21576
250,5029.80418719,3520.86293103,6538.74544335,21663
251,5029.88512613,3520.91958829,6538.85066396,21750
252,5026.32247955,3518.42573568,6534.21922341,21836
253,5024.78715412,3517.35100788,6532.22330035,21922
254,5025.13048061,3517.59133642,6532.66962479,22009
255,5025.51939531,3517.86357672,6533.1752139,22093
256,5025.6818467,3517.97729269,6533.38640071,22176
257,5025.43065465,3517.80145826,6533.05985105,22262
258,5025.68084665,3517.97659265,6533.38510064,22348
259,5025.11353418,3517.57947393,6532.64759444,22435
260,5025.2685576,3517.68799032,6532.84912488,22521
261,5024.9344649,3517.45412543,6532.41480437,22608
262,5025.22604209,3517.65822946,6532.79385472,22694
263,5025.47356369,3517.83149458,6533.11563279,22782
264,5024.47059718,3517.12941803,6531.81177634,22869
265,5022.91470128,3516.04029089,6529.78911166,22956
266,5024.60193198,3517.22135238,6531.98251157,23043
267,5026.02055035,3518.21438524,6533.82671545,23130
268,5025.26785179,3517.68749625,6532.84820733,23217
269,5025.93880901,3518.15716631,6533.72045172,23304
270,5026.0707276,3518.24950932,6533.89194588,23390
271,5027.63241321,3519.34268925,6535.92213718,23478
272,5028.42723605,3519.89906524,6536.95540687,23565
273,5028.78515759,3520.14961031,6537.42070487,23652
274,5028.8507521,3520.19552647,6537.50597773,23738
275,5028.73315167,3520.11320617,6537.35309717,23825
276,5029.06113643,3520.3427955,6537.77947736,23911
277,5027.41297522,3519.18908265,6535.63686778,23998
278,5027.74061417,3519.41842992,6536.06279842,24085
279,5027.3639154,3519.15474078,6535.57309002,24172
280,5025.85233681,3518.09663576,6533.60803785,24257
281,5027.33093662,3519.13165564,6535.53021761,24343
282,5025.34299677,3517.74009774,6532.94589581,24429
283,5024.43298189,3517.10308732,6531.76287646,24516
284,5027.02939791,3518.92057854,6535.13821728,24602
285,5028.89357307,3520.22550115,6537.56164499,24690
286,5030.67005052,3521.46903537,6539.87106568,24776
287,5031.03016176,3521.72111323,6540.33921029,24864
288,5031.50092911,3522.05065038,6540.95120784,24950
289,5029.7181612,3520.80271284,6538.63360956,25038
290,5029.40883927,3520.58618749,6538.23149105,25124
291,5030.23378235,3521.16364765,6539.30391706,25211
292,5031.493494,3522.0454458,6540.9415422,25297
293,5032.03730423,3522.42611296,6541.6484955,25385
294,5033.34205497,3523.33943848,6543.34467146,25471
295,5032.98340211,3523.08838148,6542.87842275,25558
296,5031.90829793,3522.33580855,6541.48078731,25644
297,5032.70483312,3522.89338318,6542.51628305,25731
298,5032.71597235,3522.90118064,6542.53076405,25817
299,5034.12142633,3523.88499843,6544.35785423,25904
300,5036.09395345,3525.26576741,6546.92213948,25990
301,5036.27669881,3525.39368917,6547.15970846,26077
302,5035.49645641,3524.84751949,6546.14539334,26168
303,5034.46086266,3524.12260386,6544.79912145,26255
304,5036.76652293,3525.73656605,6547.7964798,26340
305,5037.81584141,3526.47108899,6549.16059383,26426
306,5038.34083756,3526.83858629,6549.84308883,26514
307,5038.20983835,3526.74688685,6549.67278986,26601
308,5039.85294884,3527.89706419,6551.80883349,26688
309,5039.36314445,3527.55420112,6551.17208779,26773
310,5039.4978426,3527.64848982,6551.34719537,26859
311,5039.12481184,3527.38736829,6550.86225539,26946
312,5038.81552774,3527.17086942,6550.46018606,27033
313,5037.70420068,3526.39294047,6549.01546088,27119
314,5037.36407395,3526.15485176,6548.57329613,27205
315,5035.65640525,3524.95948367,6546.35332682,27293
316,5035.87454499,3525.11218149,6546.63690849,27380
317,5035.87473102,3525.11231172,6546.63715033,27468
318,5034.31805182,3524.02263627,6544.61346736,27554
319,5034.72085028,3524.3045952,6545.13710536,27640
320,5036.51274764,3525.55892335,6547.46657193,27726
321,5036.52176993,3525.56523895,6547.4783009,27812
322,5035.41460375,3524.79022263,6546.03898488,27904
323,5035.13192,3524.592344,6545.671496,27992
324,5035.74143482,3525.01900438,6546.46386527,28084
325,5034.33097403,3524.03168182,6544.63026624,28172
326,5035.37984083,3524.76588858,6545.99379308,28258
327,5035.28600057,3524.7002004,6545.87180074,28343
328,5034.2230694,3523.95614858,6544.48999021,28429
329,5034.21726759,3523.95208731,6544.48244787,28517
330,5032.97686011,3523.08380207,6542.86991814,28606
331,5033.45763808,3523.42034665,6543.4949295,28694
332,5034.42334649,3524.09634254,6544.75035044,28782
333,5034.20139753,3523.94097827,6544.46181679,28869
334,5036.19554773,3525.33688341,6547.05421204,28960
335,5035.63913616,3524.94739531,6546.33087701,29047
336,5035.58986707,3524.91290695,6546.26682719,29137
337,5036.90607516,3525.83425261,6547.9778977,29223
338,5036.57141162,3525.59998813,6547.5428351,29309
339,5036.15186778,3525.30630744,6546.99742811,29395
340,5036.89789979,3525.82852985,6547.96726972,29481
341,5037.38923964,3526.17246775,6548.60601153,29572
342,5037.32769002,3526.12938302,6548.52599703,29656
343,5036.34762777,3525.44333944,6547.2519161,29744
344,5036.35858664,3525.45101065,6547.26616264,29830
345,5037.16359831,3526.01451882,6548.3126778,29917
346,5038.0982764,3526.66879348,6549.52775931,30004
347,5037.01868907,3525.91308235,6548.12429579,30091
348,5037.42157842,3526.1951049,6548.64805195,30179
349,5036.38937205,3525.47256044,6547.30618367,30267
350,5034.70373625,3524.29261537,6545.11485712,30350
351,5035.07553998,3524.55287799,6545.59820197,30425
352,5034.91138038,3524.43796627,6545.3847945,30506
353,5033.03083217,3523.12158252,6542.94008182,30587
354,5033.14802085,3523.20361459,6543.0924271,30668
355,5033.26887876,3523.28821513,6543.24954239,30750
356,5034.8977691,3524.42843837,6545.36709983,30829
357,5034.82405153,3524.37683607,6545.27126699,30912
358,5034.14344936,3523.90041455,6544.38648416,30990
359,5034.07169193,3523.85018435,6544.29319951,31071
360,5032.55723093,3522.79006165,6542.32440021,31151
361,5031.87504167,3522.31252917,6541.43755416,31232
362,5031.51857734,3522.06300414,6540.97415054,31308
363,5031.99012928,3522.39309049,6541.58716806,31392
364,5031.48027621,3522.03619334,6540.92435907,31470
365,5031.82901725,3522.28031208,6541.37772243,31550
366,5032.09749416,3522.46824591,6541.7267424,31631
367,5032.91472078,3523.04030454,6542.78913701,31711
368,5033.04384945,3523.13069462,6542.95700429,31791
369,5031.47277273,3522.03094091,6540.91460454,31867
370,5030.56294262,3521.39405984,6539.73182541,31949
371,5030.57143887,3521.40000721,6539.74287053,32029
372,5030.33278229,3521.2329476,6539.43261698,32110
373,5030.32059783,3521.22441848,6539.41677718,32191
374,5029.58675293,3520.71072705,6538.46277881,32271
375,5029.63206303,3520.74244412,6538.52168194,32351
376,5028.9879471,3520.29156297,6537.68433122,32434
377,5030.13102372,3521.09171661,6539.17033084,32515
378,5029.5873886,3520.71117202,6538.46360518,32595
379,5028.55669994,3519.98968996,6537.12370992,32678
380,5029.12344333,3520.38641033,6537.86047632,32757
381,5028.55264728,3519.98685309,6537.11844146,32839
382,5028.81505459,3520.17053821,6537.45957097,32929
383,5030.08446477,3521.05912534,6539.1098042,33007
384,5028.80122537,3520.16085776,6537.44159298,33086
385,5029.04249852,3520.32974897,6537.75524808,33168
386,5027.80101122,3519.46070785,6536.14131459,33248
387,5027.62882111,3519.34017478,6535.91746744,33328
388,5026.37793702,3518.46455592,6534.29131813,33409
389,5026.8355383,3518.78487681,6534.88619979,33490
390,5026.21438854,3518.35007198,6534.0787051,33571
391,5025.05363919,3517.53754743,6532.56973095,33651
392,5024.37089954,3517.05962968,6531.68216941,33730
393,5024.97479678,3517.48235774,6532.46723581,33808
394,5025.36148053,3517.75303637,6532.96992468,33896
395,5023.50834151,3516.45583906,6530.56084396,33972
396,5023.64649295,3516.55254506,6530.74044083,34055
397,5023.81091546,3516.66764082,6530.95419009,34142
398,5024.91986835,3517.44390785,6532.39582886,34223
399,5024.10482061,3516.87337443,6531.33626679,34303
400,5023.38568469,3516.36997928,6530.4013901,34383
401,5021.59541349,3515.11678944,6528.07403753,34464
402,5021.42405905,3514.99684134,6527.85127677,34546
403,5020.70199993,3514.49139995,6526.91259991,34625
404,5020.71570833,3514.50099583,6526.93042083,34705
405,5019.69357447,3513.78550213,6525.60164681,34785
406,5019.78091256,3513.84663879,6525.71518633,34864
407,5019.36731142,3513.55711799,6525.17750484,34947
408,5018.80144795,3513.16101356,6524.44188233,35028
409,5017.43622757,3512.2053593,6522.66709585,35110
410,5016.72832182,3511.70982527,6521.74681836,35191
411,5017.54645377,3512.28251764,6522.81038991,35263
412,5017.01553883,3511.91087718,6522.12020048,35342
413,5017.85922786,3512.5014595,6523.21699621,35422
414,5017.82057076,3512.47439954,6523.16674199,35500
415,5017.92950308,3512.55065215,6523.308354,35584
416,5018.79361306,3513.15552914,6524.43169697,35663
417,5019.3339316,3513.53375212,6525.13411109,35743
418,5019.48848958,3513.6419427,6525.33503645,35824
419,5019.62371216,3513.73659851,6525.51082581,35910
420,5018.56959206,3512.99871444,6524.14046967,35989
421,5018.50722199,3512.9550554,6524.05938859,36069
422,5020.59542057,3514.4167944,6526.77404674,36148
423,5020.31215443,3514.2185081,6526.40580076,36227
424,5019.79814663,3513.85870264,6525.73759062,36307
425,5018.85893525,3513.20125468,6524.51661583,36387
426,5019.63508596,3513.74456017,6525.52561175,36464
427,5018.94497825,3513.26148477,6524.62847172,36545
428,5019.1454131,3513.40178917,6524.88903703,36625
429,5019.40693436,3513.58485405,6525.22901467,36706
430,5020.00960343,3514.0067224,6526.01248446,36787
431,5019.63867787,3513.74707451,6525.53028123,36867
432,5019.77674318,3513.84372023,6525.70976613,36948
433,5018.88046665,3513.21632666,6524.54460665,37026
434,5018.13514595,3512.69460217,6523.57568974,37108
435,5017.24570674,3512.07199472,6522.41941876,37189
436,5018.02688123,3512.61881686,6523.43494559,37261
437,5017.21250115,3512.0487508,6522.37625149,37345
438,5017.06358311,3511.94450818,6522.18265804,37425
439,5017.55620833,3512.28934583,6522.82307083,37510
440,5017.47743425,3512.23420397,6522.72066452,37589
441,5018.36544347,3512.85581043,6523.87507651,37670
442,5017.64288306,3512.35001814,6522.93574797,37752
443,5017.33736539,3512.13615577,6522.53857501,37833
444,5019.15523987,3513.40866791,6524.90181183,37912
445,5018.64619681,3513.05233777,6524.24005585,37989
446,5019.75814957,3513.8307047,6525.68559444,38068
447,5019.00869929,3513.3060895,6524.71130908,38150
448,5019.78184096,3513.84728867,6525.71639325,38233
449,5019.54727538,3513.68309277,6525.41145799,38320
